"Applicant_ID","Month","Monthly_Income","Annual_Income","Employment_Status","House_Status","Employment_History_Years","Online_Spending_Behavior_Score","Utility_Bill_Payment_Score","Number_of_Open_Accounts","Credit_History_Years","Food_Expense","Transportation_Expense","Home_Utility_Expense","Shopping_Expense","Environmental_Spending","Loan_Amount_Requested","Loan_Term","Purpose","Approval_Status"
886,2,7090.24483150182,86000,"part time","Own",1,31,89,1,12,1846.99858275982,965.789240683465,371.181598483427,1582.95231227285,260.887474233002,NA,NA,NA,NA
886,3,7608.00081818209,86000,"part time","Own",1,31,89,1,12,2248.74049586143,415.18787040921,685.13930443896,927.235337559097,378.774272904177,NA,NA,NA,NA
886,4,6767.38548645905,86000,"part time","Own",1,31,89,1,12,998.031052340759,516.31289302849,396.132005498964,1608.42554609352,275.587656495823,NA,NA,NA,NA
886,5,7468.73590905064,86000,"part time","Own",1,31,89,1,12,1299.12163177064,415.588568378492,584.632330138422,952.737705585922,98.9496229857816,NA,NA,NA,NA
886,6,7730.20115032947,86000,"part time","Own",1,31,89,1,12,1911.47658008746,838.3115427953,723.726943438968,1907.08198126553,112.325211162888,NA,NA,NA,NA
886,7,6475.71416276041,86000,"part time","Own",1,31,89,1,12,1071.05169274045,410.948044726308,346.046820467405,959.832052337453,293.774162489585,NA,NA,NA,NA
886,8,7007.80684271983,86000,"part time","Own",1,31,89,1,12,770.195388228082,1028.98294599591,451.158737783897,941.398261695961,329.900830371774,NA,NA,NA,NA
886,9,7010.26924036754,86000,"part time","Own",1,31,89,1,12,1689.04348989648,826.605676757525,369.680370485524,1299.94926747371,144.479567703574,NA,NA,NA,NA
886,10,6614.68342486769,86000,"part time","Own",1,31,89,1,12,738.141696899197,892.970622335389,361.625389029521,1508.9310933861,278.238000949305,NA,NA,NA,NA
886,11,7640.25385668501,86000,"part time","Own",1,31,89,1,12,1770.37173212206,767.498884451422,441.321735157135,1479.61115106389,344.766380868585,NA,NA,NA,NA
886,12,7377.11912877858,86000,"part time","Own",1,31,89,1,12,1832.84274344284,381.425118326318,440.552236513676,793.998100609114,235.659508789796,17475.0570281874,8,"Major Purchase","Approved"
887,1,7254.90538830248,85000,"part time","Rented",20,68,95,10,14,919.145852966261,601.639883961583,645.308564701739,1205.87970426273,317.730851838594,NA,NA,NA,NA
887,2,7499.76475195338,85000,"part time","Rented",20,68,95,10,14,2113.23128068722,594.661983661121,630.464491112309,1302.95879292459,199.158118138325,NA,NA,NA,NA
887,3,7096.55211811575,85000,"part time","Rented",20,68,95,10,14,871.179350409554,738.623061620738,702.68366272791,1359.84745042374,105.015804308689,NA,NA,NA,NA
887,4,7331.16365068903,85000,"part time","Rented",20,68,95,10,14,2014.14838429155,901.031252918875,624.258413718168,1574.94373679561,286.249384228811,NA,NA,NA,NA
887,5,6419.55131534875,85000,"part time","Rented",20,68,95,10,14,1592.19434604383,898.648367463011,525.844082545448,1332.59688052037,100.549711400666,NA,NA,NA,NA
887,6,6609.54679552621,85000,"part time","Rented",20,68,95,10,14,1202.5621845082,988.410024114089,568.549486966037,816.741613781009,82.3561743655127,NA,NA,NA,NA
887,7,7346.87091963133,85000,"part time","Rented",20,68,95,10,14,1480.15520980307,461.226005595169,704.784702950712,1676.33373011745,362.792612475765,NA,NA,NA,NA
887,8,7428.01295506069,85000,"part time","Rented",20,68,95,10,14,1169.62679542725,910.47995378958,396.554139343092,961.399333481438,110.714321015788,NA,NA,NA,NA
887,9,7744.14241459453,85000,"part time","Rented",20,68,95,10,14,835.233163476688,937.357537416254,498.579504743648,1502.51490491608,244.699419410749,NA,NA,NA,NA
887,10,6664.37306596587,85000,"part time","Rented",20,68,95,10,14,1158.27415578989,430.306349306648,446.072612572082,1483.20048245409,198.349153535146,NA,NA,NA,NA
887,11,7273.15232089798,85000,"part time","Rented",20,68,95,10,14,1972.98411663701,497.464106491935,617.901155373912,1359.28955302389,238.402855106721,NA,NA,NA,NA
887,12,7779.90505025567,85000,"part time","Rented",20,68,95,10,14,1511.61367640918,679.057238696228,474.780847800788,1229.64249814375,115.83517491625,12345.3887189506,7,"Medical Expenses","Approved"
888,1,6877.17033152003,81000,"full time","Rented",16,90,89,2,5,1390.17345040113,494.237307416703,616.363305653038,1561.02981663388,199.525077750089,NA,NA,NA,NA
888,2,6624.94081015466,81000,"full time","Rented",16,90,89,2,5,778.883889133806,587.541842013644,433.047017085646,1124.4248481194,68.3905876910189,NA,NA,NA,NA
888,3,6551.14576119231,81000,"full time","Rented",16,90,89,2,5,858.07532490565,667.417223832424,489.078247377693,1386.35843988993,304.706217227505,NA,NA,NA,NA
888,4,7226.5500114765,81000,"full time","Rented",16,90,89,2,5,1591.17219412082,379.609599706844,379.688699399839,1556.96603051668,181.994102486222,NA,NA,NA,NA
888,5,6329.47768986924,81000,"full time","Rented",16,90,89,2,5,797.386409875588,702.053262772484,539.383603525753,1034.95436143013,196.845543029307,NA,NA,NA,NA
888,6,6182.89499507518,81000,"full time","Rented",16,90,89,2,5,1075.97373105493,763.637541231733,478.546747517963,1414.98843844209,188.590050830445,NA,NA,NA,NA
888,7,6894.28559651133,81000,"full time","Rented",16,90,89,2,5,1687.37239846815,657.677165037331,561.255625208433,994.018054386296,103.814029773517,NA,NA,NA,NA
888,8,6464.82788517606,81000,"full time","Rented",16,90,89,2,5,1439.83859679875,935.119532104967,359.924204363201,814.542688466221,312.790332442813,NA,NA,NA,NA
888,9,6525.7096055313,81000,"full time","Rented",16,90,89,2,5,1042.44803007543,899.132089308649,478.496766117631,1543.07142340749,219.736490310047,NA,NA,NA,NA
888,10,6185.44010894839,81000,"full time","Rented",16,90,89,2,5,1498.93899200569,581.785410644495,467.131189442731,1544.86482878447,286.781368074072,NA,NA,NA,NA
888,11,6140.00761328498,81000,"full time","Rented",16,90,89,2,5,1810.22293112265,471.877863147037,372.206887705222,1237.25262398693,64.4458248977396,NA,NA,NA,NA
888,12,7346.53191732941,81000,"full time","Rented",16,90,89,2,5,1132.29593687242,423.819188797947,508.107305077161,1376.95133262029,179.405175106472,12159.075241792,23,"Debt Consolidation","Rejected"
889,1,2493.3295642569,29000,"full time","Own",17,13,26,5,11,331.069722466059,303.182440958997,170.716656035288,379.800046302748,33.2691182846229,NA,NA,NA,NA
889,2,2213.55720442953,29000,"full time","Own",17,13,26,5,11,393.636604279483,322.687784915905,141.839743432049,390.77270726044,71.5369940177778,NA,NA,NA,NA
889,3,2640.46826574486,29000,"full time","Own",17,13,26,5,11,568.398480417246,387.922947148096,223.519495710214,601.540294575568,91.4414369658917,NA,NA,NA,NA
889,4,2597.52703108825,29000,"full time","Own",17,13,26,5,11,530.952204739981,386.272273285115,207.309542826835,434.890524601075,42.0810254289246,NA,NA,NA,NA
889,5,2193.28723731839,29000,"full time","Own",17,13,26,5,11,444.396562468919,317.017793167159,178.956241258068,379.90412082475,34.679767311237,NA,NA,NA,NA
889,6,2260.95244537185,29000,"full time","Own",17,13,26,5,11,613.05088383401,289.852585647884,144.702684872182,294.190326351783,37.7361700370869,NA,NA,NA,NA
889,7,2441.95358937917,29000,"full time","Own",17,13,26,5,11,663.733072528756,210.474303157947,182.974211855192,305.622021802625,81.6619930432246,NA,NA,NA,NA
889,8,2454.20503898446,29000,"full time","Own",17,13,26,5,11,275.443126513681,365.760737765754,197.724766520617,266.195672424929,84.8088628240604,NA,NA,NA,NA
889,9,2510.20574423407,29000,"full time","Own",17,13,26,5,11,559.242807504609,346.16923294619,227.275288233459,510.560021274236,52.4710499886457,NA,NA,NA,NA
889,10,2615.17425513982,29000,"full time","Own",17,13,26,5,11,432.201503048608,179.812497476287,145.859062934292,325.922957442862,53.8476705163622,NA,NA,NA,NA
889,11,2379.02212822034,29000,"full time","Own",17,13,26,5,11,586.247180829945,121.820584941876,218.734653848586,540.224437143049,70.6758190749309,NA,NA,NA,NA
889,12,2452.96211045158,29000,"full time","Own",17,13,26,5,11,446.850696875187,206.541971409713,130.696546006279,297.003263501056,117.534369425082,13050.7250939962,22,"Medical Expenses","Approved"
890,1,5438.22818680589,61000,"part time","Rented",15,13,35,9,18,941.847687040697,664.717322944402,536.059687755814,1218.22038375643,209.010657328731,NA,NA,NA,NA
890,2,4694.52650252885,61000,"part time","Rented",15,13,35,9,18,884.289864856514,345.385431241029,394.712050228488,484.196896666566,72.0055062388338,NA,NA,NA,NA
890,3,4724.14929433726,61000,"part time","Rented",15,13,35,9,18,1246.81274196847,295.252333712244,305.057049429572,969.337506359208,230.594853371054,NA,NA,NA,NA
890,4,4703.01604558481,61000,"part time","Rented",15,13,35,9,18,805.834081331962,321.837267074301,265.565436829561,871.507143771472,227.01802965323,NA,NA,NA,NA
890,5,5383.38057547808,61000,"part time","Rented",15,13,35,9,18,939.686555180725,641.978530024314,460.279376863609,684.982301415643,130.294440145301,NA,NA,NA,NA
890,6,5039.37447771508,61000,"part time","Rented",15,13,35,9,18,551.299364727616,499.244641630709,375.80928821591,620.2971198846,193.967869933297,NA,NA,NA,NA
890,7,5570.48435621352,61000,"part time","Rented",15,13,35,9,18,1553.5170350285,424.360147641924,411.989939790213,918.186554553834,55.8648276384281,NA,NA,NA,NA
890,8,5387.89813779294,61000,"part time","Rented",15,13,35,9,18,943.675215533516,326.455536518792,290.763707070161,911.164838024435,157.968190254198,NA,NA,NA,NA
890,9,4949.67960896126,61000,"part time","Rented",15,13,35,9,18,700.903839402612,729.908512743514,276.741662478141,1008.56999256774,186.525114353438,NA,NA,NA,NA
890,10,5534.8728496038,61000,"part time","Rented",15,13,35,9,18,1527.47334248161,576.222692132471,312.585498393726,1308.35578768745,115.629779773269,NA,NA,NA,NA
890,11,5332.4455408069,61000,"part time","Rented",15,13,35,9,18,1031.26876249322,557.203374102291,518.558242621994,713.648739831295,120.489976811513,NA,NA,NA,NA
890,12,4765.7202965968,61000,"part time","Rented",15,13,35,9,18,565.348948777644,665.346864411283,414.225759384692,1123.71281440029,89.3887834987774,37592.9638118134,18,"Major Purchase","Rejected"
891,1,5366.86050022642,61000,"full time","Own",12,21,47,8,19,1177.73159257719,730.534233721934,460.151054818398,612.852232389788,162.004663452575,NA,NA,NA,NA
891,2,4804.65658464236,61000,"full time","Own",12,21,47,8,19,511.72272669301,468.113391820961,445.556283201725,1011.22639347689,205.71986652757,NA,NA,NA,NA
891,3,5588.0158399969,61000,"full time","Own",12,21,47,8,19,1555.74304293387,567.18396627494,382.192104879141,1319.40952636429,221.527944832521,NA,NA,NA,NA
891,4,4973.9490161029,61000,"full time","Own",12,21,47,8,19,1140.66316424174,431.932167269668,290.131366759305,941.873235228078,104.617094048763,NA,NA,NA,NA
891,5,5443.72460134715,61000,"full time","Own",12,21,47,8,19,1126.58718355555,360.107603032637,429.074037363577,1038.4082520762,226.224539040568,NA,NA,NA,NA
891,6,5044.27829582322,61000,"full time","Own",12,21,47,8,19,1201.42231221785,498.362063172843,491.892192147857,1015.18923151906,207.609937885652,NA,NA,NA,NA
891,7,5322.83154449348,61000,"full time","Own",12,21,47,8,19,941.384765464172,359.885466550053,326.855641114098,568.70417375275,252.252726861895,NA,NA,NA,NA
891,8,5267.98227784457,61000,"full time","Own",12,21,47,8,19,981.332770419656,650.851872089923,354.697393921704,641.610647969621,216.100157904996,NA,NA,NA,NA
891,9,4664.49539108047,61000,"full time","Own",12,21,47,8,19,1141.38795330838,662.278120454209,423.804393148599,832.347008346507,108.60636068852,NA,NA,NA,NA
891,10,4726.4881799696,61000,"full time","Own",12,21,47,8,19,1097.06810368648,575.484997269791,306.064395165887,890.882599507312,69.2806069967965,NA,NA,NA,NA
891,11,5335.41387288133,61000,"full time","Own",12,21,47,8,19,542.369647696138,785.647692564734,368.192863568822,1309.31118479806,111.688582192252,NA,NA,NA,NA
891,12,4798.67284266899,61000,"full time","Own",12,21,47,8,19,924.965537470286,414.979157788639,372.135790721983,532.099441095883,148.850877440916,25007.0317249396,12,"Home Improvement","Approved"
892,1,3879.35861862885,47000,"full time","Own",8,33,95,3,6,832.158374566728,475.699906424467,315.956075023897,851.728694245741,98.1651223717262,NA,NA,NA,NA
892,2,4275.65158706081,47000,"full time","Own",8,33,95,3,6,616.881376240216,295.709038197224,395.448277369471,654.008141794206,81.7944399933258,NA,NA,NA,NA
892,3,4306.57552414341,47000,"full time","Own",8,33,95,3,6,814.725355340373,346.14445051688,419.908660641426,590.101010593733,184.994031291931,NA,NA,NA,NA
892,4,3958.92889986668,47000,"full time","Own",8,33,95,3,6,499.773702638845,556.278800726818,355.972408909049,622.1818691813,194.853541487228,NA,NA,NA,NA
892,5,4115.8263767371,47000,"full time","Own",8,33,95,3,6,885.431741422735,445.551619152451,389.593241191469,999.746289248955,153.391737614264,NA,NA,NA,NA
892,6,4235.44852106522,47000,"full time","Own",8,33,95,3,6,1061.74614693048,567.422075946434,285.964128842183,1048.16838412379,211.763443481141,NA,NA,NA,NA
892,7,3906.05056615702,47000,"full time","Own",8,33,95,3,6,696.095211658071,342.900202482395,293.211859957662,786.518317081135,185.297221697932,NA,NA,NA,NA
892,8,3925.35483055205,47000,"full time","Own",8,33,95,3,6,512.409062051178,254.46924639282,285.379158604568,601.96502926758,112.671976647884,NA,NA,NA,NA
892,9,3700.73417889653,47000,"full time","Own",8,33,95,3,6,949.254040324176,289.285405880481,207.836751395766,815.141043281705,97.0640001358685,NA,NA,NA,NA
892,10,3803.96297027667,47000,"full time","Own",8,33,95,3,6,874.312388638718,407.343458737242,217.905321241752,769.311589002448,156.693584855854,NA,NA,NA,NA
892,11,3624.72845112594,47000,"full time","Own",8,33,95,3,6,548.509468896327,336.274013758916,183.801359900902,559.791601944389,124.257231419238,NA,NA,NA,NA
892,12,4088.84405782446,47000,"full time","Own",8,33,95,3,6,770.928574325598,235.451318326563,375.805298233013,894.435547911736,50.2791840537647,28874.9827780295,16,"Medical Expenses","Rejected"
893,1,4802.31486323755,54000,"part time","Own",6,41,37,10,16,932.919456677056,368.382996352289,245.470291434115,882.105919199975,231.901313593404,NA,NA,NA,NA
893,2,4582.45361277368,54000,"part time","Own",6,41,37,10,16,838.22779200745,374.143414166831,331.535817789131,465.190736736108,106.206719009459,NA,NA,NA,NA
893,3,4940.93502725009,54000,"part time","Own",6,41,37,10,16,635.969870642168,436.209670257846,353.949559403121,771.198507337443,61.1943309179485,NA,NA,NA,NA
893,4,4658.68772829417,54000,"part time","Own",6,41,37,10,16,872.14587386197,270.452483277717,430.798001319884,519.634427129075,142.925820804148,NA,NA,NA,NA
893,5,4478.83429513313,54000,"part time","Own",6,41,37,10,16,719.325872863479,665.294745477699,437.354844124448,590.736044929402,53.964345779024,NA,NA,NA,NA
893,6,4782.41900287103,54000,"part time","Own",6,41,37,10,16,1141.69359547384,586.312468648143,402.695003971808,942.587152793008,114.117912397352,NA,NA,NA,NA
893,7,4760.5654446641,54000,"part time","Own",6,41,37,10,16,621.233931085147,593.554837612601,471.803222069948,990.147466209479,194.746017481375,NA,NA,NA,NA
893,8,4727.24746672902,54000,"part time","Own",6,41,37,10,16,759.674306009196,358.894745307395,323.37675167358,1105.08052848143,120.015144905508,NA,NA,NA,NA
893,9,4764.85504119191,54000,"part time","Own",6,41,37,10,16,761.704057009778,581.682990053033,396.684239215126,482.922082622809,176.469607961209,NA,NA,NA,NA
893,10,4151.59965888597,54000,"part time","Own",6,41,37,10,16,1239.11694383416,470.496160339686,315.287001015997,839.1413248136,172.286730503146,NA,NA,NA,NA
893,11,4803.27080923598,54000,"part time","Own",6,41,37,10,16,691.354970638394,711.800671252938,381.77690367468,670.066296455853,239.729464265065,NA,NA,NA,NA
893,12,4403.3885164652,54000,"part time","Own",6,41,37,10,16,822.048506653086,396.095907648342,343.957601060232,632.031452646901,69.4428411831977,3314.9405116681,11,"Medical Expenses","Rejected"
894,1,6949.02724702843,76000,"part time","Rented",18,65,28,6,16,794.596043695597,865.216696323269,520.77222789604,1039.96460005324,132.832645087235,NA,NA,NA,NA
894,2,5922.32368007923,76000,"part time","Rented",18,65,28,6,16,606.969445133166,834.18657330411,476.73669792273,1276.54799733575,137.098749161919,NA,NA,NA,NA
894,3,6558.65852665156,76000,"part time","Rented",18,65,28,6,16,752.133128512402,331.359549760453,448.969903039297,777.620528758679,253.73778860548,NA,NA,NA,NA
894,4,6180.85884243871,76000,"part time","Rented",18,65,28,6,16,936.469403312858,918.133382570016,576.996108618416,1260.97589103801,195.35139013401,NA,NA,NA,NA
894,5,6851.63747215023,76000,"part time","Rented",18,65,28,6,16,1787.9862520882,617.976404640381,408.623452631069,742.250683784699,202.676792109348,NA,NA,NA,NA
894,6,6793.14812102045,76000,"part time","Rented",18,65,28,6,16,1621.97456970986,1005.88522018917,515.946589304229,1245.7450183854,102.860338376105,NA,NA,NA,NA
894,7,6627.98250789444,76000,"part time","Rented",18,65,28,6,16,1548.08739648006,756.490149962915,514.228690787413,1604.15535928505,175.945183047878,NA,NA,NA,NA
894,8,6678.48409763537,76000,"part time","Rented",18,65,28,6,16,1657.84087773999,724.844092334774,459.697566312961,743.817823191932,252.889508570929,NA,NA,NA,NA
894,9,6863.14715550592,76000,"part time","Rented",18,65,28,6,16,982.834215601863,734.031244829092,585.304562504247,1547.77566624109,252.61375312359,NA,NA,NA,NA
894,10,6321.09564730587,76000,"part time","Rented",18,65,28,6,16,1582.67330291463,829.325809703818,378.721633899799,803.090945915095,195.825742282367,NA,NA,NA,NA
894,11,5944.98162525706,76000,"part time","Rented",18,65,28,6,16,1780.41167927857,878.474284283805,517.600351568019,1153.92453819229,230.591597123102,NA,NA,NA,NA
894,12,6502.42084204219,76000,"part time","Rented",18,65,28,6,16,1325.22954840576,398.983004969477,409.222682426367,727.796027637873,65.6899027214369,25333.5865153931,12,"Medical Expenses","Approved"
895,1,5951.72864203341,68000,"full time","Rented",5,53,67,10,12,933.438762282802,386.059468062217,577.331293896249,790.521243842606,158.325658210391,NA,NA,NA,NA
895,2,5814.81363385295,68000,"full time","Rented",5,53,67,10,12,976.563425439677,728.440160948809,374.763913280102,1044.28961030314,114.653244946706,NA,NA,NA,NA
895,3,5147.22075015307,68000,"full time","Rented",5,53,67,10,12,757.818801660624,466.488787196973,489.077056709116,620.297962884066,131.313224505129,NA,NA,NA,NA
895,4,5777.93367467821,68000,"full time","Rented",5,53,67,10,12,873.968875724736,340.65558506434,565.212430636213,1349.37391671442,279.474815983346,NA,NA,NA,NA
895,5,5837.24756197383,68000,"full time","Rented",5,53,67,10,12,1053.52094829628,337.090305211437,349.695020939786,931.625101844709,129.546029162715,NA,NA,NA,NA
895,6,5758.2513192979,68000,"full time","Rented",5,53,67,10,12,1544.83823494734,538.662206906274,459.100550292155,671.797518171393,199.539673974499,NA,NA,NA,NA
895,7,5250.18230712352,68000,"full time","Rented",5,53,67,10,12,570.578652193306,631.942729511916,469.775363412893,1129.6239688574,177.597942962516,NA,NA,NA,NA
895,8,6150.60259404903,68000,"full time","Rented",5,53,67,10,12,846.056478355405,657.35011541944,598.143807075165,1356.4280315584,202.282824741625,NA,NA,NA,NA
895,9,5238.29874113823,68000,"full time","Rented",5,53,67,10,12,1136.54010963699,299.070046683287,334.614348947948,976.588775738809,256.228728062216,NA,NA,NA,NA
895,10,5357.76834155743,68000,"full time","Rented",5,53,67,10,12,805.070927286579,573.788840360233,502.963055399232,778.308479718397,191.088389173744,NA,NA,NA,NA
895,11,5118.09301070559,68000,"full time","Rented",5,53,67,10,12,953.926370763103,636.424475587599,387.293482126774,735.759102337764,140.248578702375,NA,NA,NA,NA
895,12,5856.20588283055,68000,"full time","Rented",5,53,67,10,12,1078.0495272332,543.000658510153,569.963060606476,1162.13978803968,142.442258016418,16974.3826133665,12,"Medical Expenses","Rejected"
896,1,5328.43338673702,69000,"part time","Own",20,28,54,3,9,1221.93809469423,484.429893068966,321.68887003145,919.756710699884,133.794085433289,NA,NA,NA,NA
896,2,5214.38570098253,69000,"part time","Own",20,28,54,3,9,532.62709919587,408.816548557274,305.578572636416,1209.31472054226,182.417411859778,NA,NA,NA,NA
896,3,5923.91162961721,69000,"part time","Own",20,28,54,3,9,1426.26833581983,808.367978477528,320.148165541857,1297.51506312005,251.347246260672,NA,NA,NA,NA
896,4,5263.00404042704,69000,"part time","Own",20,28,54,3,9,986.66087903492,558.096965101172,523.752158047507,857.612758686629,144.00467341445,NA,NA,NA,NA
896,5,5415.69718808169,69000,"part time","Own",20,28,54,3,9,1403.78993239353,285.459932849742,321.783730666311,1249.37011115778,152.398342244362,NA,NA,NA,NA
896,6,6320.49161223695,69000,"part time","Own",20,28,54,3,9,1518.38891583631,831.398963418899,593.185264155039,876.245323606828,80.9701366644577,NA,NA,NA,NA
896,7,5849.47385638952,69000,"part time","Own",20,28,54,3,9,1155.7225352247,803.942751342694,425.781268361682,616.055055697293,284.886422159503,NA,NA,NA,NA
896,8,5919.42462451989,69000,"part time","Own",20,28,54,3,9,1150.70796269224,625.824684892709,313.739931031901,826.118101756576,90.7921382178513,NA,NA,NA,NA
896,9,5565.71051036008,69000,"part time","Own",20,28,54,3,9,1647.55854141956,755.854285945689,357.94544034802,951.297586059884,268.196259487413,NA,NA,NA,NA
896,10,5301.19550725212,69000,"part time","Own",20,28,54,3,9,1433.21882720264,607.7121852539,521.521552294213,533.663973384234,259.998306772467,NA,NA,NA,NA
896,11,5749.92415591842,69000,"part time","Own",20,28,54,3,9,1640.17220746411,556.970327897504,435.573186168211,967.973685858309,231.620741171067,NA,NA,NA,NA
896,12,6141.55888427049,69000,"part time","Own",20,28,54,3,9,1280.34791104043,482.518130732191,340.051458851683,1474.95469091606,268.391993108745,9224.90129470825,9,"Debt Consolidation","Rejected"
897,1,8748.35727930379,1e+05,"full time","Rented",12,71,74,8,1,948.310474270368,456.891305185866,862.726695888835,949.697614993265,429.176345465174,NA,NA,NA,NA
897,2,7792.82908692646,1e+05,"full time","Rented",12,71,74,8,1,2105.2678561471,548.185753007334,771.010318904918,1721.84317210097,342.509021065922,NA,NA,NA,NA
897,3,8597.21987857484,1e+05,"full time","Rented",12,71,74,8,1,2189.82840041049,984.474058998115,700.105796751659,1604.12104573124,255.7588430765,NA,NA,NA,NA
897,4,8825.36510277229,1e+05,"full time","Rented",12,71,74,8,1,2019.66479420356,760.886386882128,460.364904325777,1871.00148154928,217.621614191367,NA,NA,NA,NA
897,5,8860.39881113296,1e+05,"full time","Rented",12,71,74,8,1,1454.77322298363,1272.32089153487,613.040333724098,1925.53928768787,348.036694400819,NA,NA,NA,NA
897,6,8741.69025647764,1e+05,"full time","Rented",12,71,74,8,1,1720.64602679854,1238.99510409878,871.505533548807,1838.19732162276,133.140001146214,NA,NA,NA,NA
897,7,8256.69997332928,1e+05,"full time","Rented",12,71,74,8,1,1642.38193871958,709.561559626202,461.095900908056,1467.43576794359,86.4012613829306,NA,NA,NA,NA
897,8,8227.01618230591,1e+05,"full time","Rented",12,71,74,8,1,2381.54962213725,648.401350491448,662.726392916853,1920.1679616416,199.529808088203,NA,NA,NA,NA
897,9,8473.59935481412,1e+05,"full time","Rented",12,71,74,8,1,1368.84218987471,1136.699437962,579.967072402129,1273.43739235663,108.960367156199,NA,NA,NA,NA
897,10,8262.81506257753,1e+05,"full time","Rented",12,71,74,8,1,1167.07216389427,922.35711091477,593.728506807921,1284.03783217951,123.806878650669,NA,NA,NA,NA
897,11,7927.72284204451,1e+05,"full time","Rented",12,71,74,8,1,2195.96341488679,827.699665707397,551.730764816388,1058.06727463585,256.030792622832,NA,NA,NA,NA
897,12,8326.12803477484,1e+05,"full time","Rented",12,71,74,8,1,1850.35176717457,784.686878804345,803.88078576026,2078.62716508763,413.635004224178,17445.2825263608,22,"Medical Expenses","Rejected"
898,1,2527.31859515964,29000,"part time","Own",7,94,80,11,16,426.585808815223,175.229721745899,166.655112002514,565.472252728541,35.622641018016,NA,NA,NA,NA
898,2,2316.56835133908,29000,"part time","Own",7,94,80,11,16,633.942772468734,313.193938464254,162.064044048303,405.613144697586,74.2130177690083,NA,NA,NA,NA
898,3,2204.49951223175,29000,"part time","Own",7,94,80,11,16,442.301929643916,175.641552858198,183.238532804124,431.071406215451,45.3771148293616,NA,NA,NA,NA
898,4,2388.10467474395,29000,"part time","Own",7,94,80,11,16,400.584772351035,155.435523383085,124.76858731085,285.834619985464,73.7662385787062,NA,NA,NA,NA
898,5,2397.51870628291,29000,"part time","Own",7,94,80,11,16,471.626663320266,346.578407195023,186.696803940475,318.892289122214,104.857778698619,NA,NA,NA,NA
898,6,2573.43720654414,29000,"part time","Own",7,94,80,11,16,508.640089490174,227.702517645018,132.218435665857,315.67668268083,31.2039839944532,NA,NA,NA,NA
898,7,2209.13536655717,29000,"part time","Own",7,94,80,11,16,611.535458363657,293.562887914164,160.083460324588,359.722464996885,29.7830482436278,NA,NA,NA,NA
898,8,2332.34590842233,29000,"part time","Own",7,94,80,11,16,234.393349080385,182.021290833781,158.857502086302,552.323145646314,105.352301297349,NA,NA,NA,NA
898,9,2292.52662496098,29000,"part time","Own",7,94,80,11,16,440.416903773263,332.283120935771,185.139106295603,305.163517963655,95.3925367938064,NA,NA,NA,NA
898,10,2363.55661925239,29000,"part time","Own",7,94,80,11,16,296.749365798233,160.912981779556,127.285879230007,570.681321550643,94.9387588970334,NA,NA,NA,NA
898,11,2525.30895199161,29000,"part time","Own",7,94,80,11,16,283.427363792272,135.615799630975,216.590759376546,413.821266556513,55.2097735113606,NA,NA,NA,NA
898,12,2370.58821445486,29000,"part time","Own",7,94,80,11,16,617.625025069727,230.318535433611,140.171885486794,558.844192653124,76.7590374310564,13795.6129466649,15,"Major Purchase","Approved"
899,1,4574.66735061801,59000,"full time","Own",14,88,16,6,19,1118.8688209933,412.100416738296,231.61033590429,708.180971582193,191.665286532787,NA,NA,NA,NA
899,2,4949.02717995768,59000,"full time","Own",14,88,16,6,19,889.558968982063,465.182297189742,297.518257452829,1031.32529579615,120.748455649482,NA,NA,NA,NA
899,3,4819.63839501841,59000,"full time","Own",14,88,16,6,19,580.459445313678,570.904366723643,330.959964739888,1139.68626765307,182.718229480621,NA,NA,NA,NA
899,4,4767.42805516503,59000,"full time","Own",14,88,16,6,19,736.027492208895,697.660127879638,256.374750214427,1063.20410450314,236.130631950807,NA,NA,NA,NA
899,5,5332.64762434022,59000,"full time","Own",14,88,16,6,19,574.812784842237,380.490741331134,456.493138665949,987.786984600472,66.5352305150884,NA,NA,NA,NA
899,6,5105.54952696354,59000,"full time","Own",14,88,16,6,19,662.690821601029,548.350947614943,508.462904444901,1119.9168430809,130.784266107092,NA,NA,NA,NA
899,7,4431.87868471335,59000,"full time","Own",14,88,16,6,19,1324.3229427433,563.050017040805,435.562939687597,780.885484294426,158.819569822369,NA,NA,NA,NA
899,8,5090.75500931358,59000,"full time","Own",14,88,16,6,19,702.525660032023,709.366205850646,405.830544306568,920.813902462407,184.474263963076,NA,NA,NA,NA
899,9,4633.48936850283,59000,"full time","Own",14,88,16,6,19,1340.24123532757,375.66163584339,346.541015363914,759.258748274649,54.8461934306902,NA,NA,NA,NA
899,10,5079.85535904299,59000,"full time","Own",14,88,16,6,19,844.490505644603,270.151600539467,454.327797732924,1134.0125546443,252.889559498316,NA,NA,NA,NA
899,11,4593.72091105518,59000,"full time","Own",14,88,16,6,19,1089.36169499,438.96707184429,435.551707231338,961.881688012272,105.114503884098,NA,NA,NA,NA
899,12,4872.54154095038,59000,"full time","Own",14,88,16,6,19,1206.46179905048,729.879985661436,354.89627427297,1161.58623254276,140.555037977587,9754.70540295355,8,"Home Improvement","Rejected"
900,1,3994.35081562648,44000,"full time","Own",6,84,15,11,19,586.711291411823,554.370484130055,286.614070937541,831.573917648815,90.985711259506,NA,NA,NA,NA
900,2,3411.53254969977,44000,"full time","Own",6,84,15,11,19,986.127672823724,396.041259960597,193.295465577204,802.114468143821,45.9303401535368,NA,NA,NA,NA
